ZipCode,Latitude,Longitude,State,City,County Name,CountyFIPS,StateFIPS
78572,26.298168,-98.421234,TX,MISSION,HIDALGO,215,48
60629,41.774432,-87.712733,IL,CHICAGO,COOK,31,17
60623,41.847829,-87.717394,IL,CHICAGO,COOK,31,17
11226,40.645412,-73.95873,NY,BROOKLYN,KINGS,47,36
11373,40.738341,-73.877886,NY,ELMHURST,QUEENS,81,36
90201,33.976168,-118.167642,CA,BELL GARDENS,LOS ANGELES,37,6
90650,33.90725,-118.075758,CA,NORWALK,LOS ANGELES,37,6
10021,40.769831,-73.958514,NY,NEW YORK,NEW YORK,61,36
90011,34.009842,-118.258642,CA,LOS ANGELES,LOS ANGELES,37,6
11368,40.75233,-73.853462,NY,CORONA,QUEENS,81,36
60647,41.921054,-87.702362,IL,CHICAGO,COOK,31,17
92054,33.194151,-117.363406,CA,OCEANSIDE,SAN DIEGO,73,6
60618,41.946568,-87.702884,IL,CHICAGO,COOK,31,17
11385,40.698203,-73.880444,NY,RIDGEWOOD,QUEENS,81,36
91331,34.256679,-118.418553,CA,PACOIMA,LOS ANGELES,37,6
10025,40.798345,-73.963158,NY,NEW YORK,NEW YORK,61,36
11236,40.639866,-73.899428,NY,BROOKLYN,KINGS,47,36
60617,41.705996,-87.56277,IL,CHICAGO,COOK,31,17
90280,33.938527,-118.190404,CA,SOUTH GATE,LOS ANGELES,37,6
10467,40.876653,-73.871508,NY,BRONX,BRONX,5,36
90250,33.912776,-118.345632,CA,HAWTHORNE,LOS ANGELES,37,6
60639,41.920394,-87.755987,IL,CHICAGO,COOK,31,17
11220,40.640737,-74.018376,NY,BROOKLYN,KINGS,47,36
60608,41.848845,-87.67125,IL,CHICAGO,COOK,31,17
79936,31.754078,-106.295844,TX,EL PASO,EL PASO,141,48
90805,33.862002,-118.1777,CA,LONG BEACH,LOS ANGELES,37,6
60625,41.972002,-87.703656,IL,CHICAGO,COOK,31,17
92704,33.719796,-117.914119,CA,SANTA ANA,ORANGE,59,6
94509,37.989819,-121.807297,CA,ANTIOCH,CONTRA COSTA,13,6
11230,40.62275,-73.966253,NY,BROOKLYN,KINGS,47,36
11377,40.747995,-73.906412,NY,WOODSIDE,QUEENS,81,36
92683,33.749095,-117.993666,CA,WESTMINSTER,ORANGE,59,6
60628,41.68978,-87.613998,IL,CHICAGO,COOK,31,17
60632,41.811524,-87.713718,IL,CHICAGO,COOK,31,17
78539,26.27909,-98.144563,TX,EDINBURG,HIDALGO,215,48
90044,33.953125,-118.291963,CA,LOS ANGELES,LOS ANGELES,37,6
11208,40.674837,-73.871913,NY,BROOKLYN,KINGS,47,36
11234,40.609762,-73.910664,NY,BROOKLYN,KINGS,47,36
11207,40.671296,-73.895212,NY,BROOKLYN,KINGS,47,36
60804,41.840242,-87.758745,IL,CICERO,COOK,31,17
11219,40.633388,-73.996767,NY,BROOKLYN,KINGS,47,36
60620,41.74037,-87.653417,IL,CHICAGO,COOK,31,17
11212,40.664369,-73.915334,NY,BROOKLYN,KINGS,47,36
11211,40.711666,-73.946422,NY,BROOKLYN,KINGS,47,36
91744,34.028794,-117.932986,CA,LA PUENTE,LOS ANGELES,37,6
10002,40.722296,-73.985506,NY,NEW YORK,NEW YORK,61,36
10314,40.596148,-74.161613,NY,STATEN ISLAND,RICHMOND,85,36
11203,40.649188,-73.933724,NY,BROOKLYN,KINGS,47,36
78521,25.904156,-97.422903,TX,BROWNSVILLE,CAMERON,61,48
11214,40.597689,-74.000986,NY,BROOKLYN,KINGS,47,36
11355,40.751002,-73.822732,NY,FLUSHING,QUEENS,81,36
92335,34.085692,-117.462491,CA,FONTANA,SAN BERNARDINO,71,6
91342,34.350182,-118.302561,CA,SYLMAR,LOS ANGELES,37,6
89014,36.058827,-115.057395,NV,HENDERSON,CLARK,3,32
92804,33.810422,-117.97942,CA,ANAHEIM,ORANGE,59,6
95076,36.942773,-121.724031,CA,WATSONVILLE,SANTA CRUZ,87,6
7087,40.766727,-74.030336,NJ,UNION CITY,HUDSON,17,34
11229,40.601296,-73.940215,NY,BROOKLYN,KINGS,47,36
93030,34.209126,-119.183078,CA,OXNARD,VENTURA,111,6
60609,41.81238,-87.655329,IL,CHICAGO,COOK,31,17
94565,38.009466,-121.928059,CA,PITTSBURG,CONTRA COSTA,13,6
10468,40.869982,-73.900709,NY,BRONX,BRONX,5,36
90255,33.977482,-118.212979,CA,HUNTINGTON PARK,LOS ANGELES,37,6
10458,40.864942,-73.884878,NY,BRONX,BRONX,5,36
93033,34.145011,-119.115997,CA,OXNARD,VENTURA,111,6
11223,40.59623,-73.974066,NY,BROOKLYN,KINGS,47,36
94533,38.28016,-122.02017,CA,FAIRFIELD,SOLANO,95,6
60651,41.902354,-87.741074,IL,CHICAGO,COOK,31,17
11235,40.584576,-73.940203,NY,BROOKLYN,KINGS,47,36
91706,34.096564,-117.966695,CA,BALDWIN PARK,LOS ANGELES,37,6
10453,40.853612,-73.913576,NY,BRONX,BRONX,5,36
10456,40.82933,-73.908134,NY,BRONX,BRONX,5,36
11221,40.692502,-73.927079,NY,BROOKLYN,KINGS,47,36
77036,29.693487,-95.525609,TX,HOUSTON,HARRIS,201,48
60622,41.903625,-87.675881,IL,CHICAGO,COOK,31,17
94550,37.509776,-121.638874,CA,LIVERMORE,ALAMEDA,1,6
92376,34.103086,-117.387353,CA,RIALTO,SAN BERNARDINO,71,6
23456,36.67483,-76.011469,VA,VIRGINIA BEACH,VIRGINIA BEACH CITY,810,51
60103,41.976392,-88.20809,IL,BARTLETT,DUPAGE,43,17
10029,40.791708,-73.943319,NY,NEW YORK,NEW YORK,61,36
91710,34.006783,-117.669626,CA,CHINO,SAN BERNARDINO,71,6
60619,41.743872,-87.605226,IL,CHICAGO,COOK,31,17
33012,25.865987,-80.302736,FL,HIALEAH,MIAMI-DADE,86,12
11204,40.621295,-73.986916,NY,BROOKLYN,KINGS,47,36
94110,37.748676,-122.415813,CA,SAN FRANCISCO,SAN FRANCISCO,75,6
11218,40.644512,-73.978228,NY,BROOKLYN,KINGS,47,36
92126,32.911042,-117.144792,CA,SAN DIEGO,SAN DIEGO,73,6
60634,41.946313,-87.810548,IL,CHICAGO,COOK,31,17
60640,41.969366,-87.655423,IL,CHICAGO,COOK,31,17
91910,32.635694,-117.052566,CA,CHULA VISTA,SAN DIEGO,73,6
60641,41.946011,-87.746765,IL,CHICAGO,COOK,31,17
90026,34.076068,-118.262339,CA,LOS ANGELES,LOS ANGELES,37,6
94112,37.721744,-122.444601,CA,SAN FRANCISCO,SAN FRANCISCO,75,6
92105,32.736614,-117.089393,CA,SAN DIEGO,SAN DIEGO,73,6
94544,37.636814,-122.049426,CA,HAYWARD,ALAMEDA,1,6
60085,42.352672,-87.862131,IL,WAUKEGAN,LAKE,97,17
75217,32.700936,-96.685995,TX,DALLAS,DALLAS,113,48
90706,33.88804,-118.129019,CA,BELLFLOWER,LOS ANGELES,37,6
95823,38.474242,-121.443101,CA,SACRAMENTO,SACRAMENTO,67,6
10452,40.837314,-73.922428,NY,BRONX,BRONX,5,36
10462,40.842679,-73.855548,NY,BRONX,BRONX,5,36
85364,32.707432,-114.680091,AZ,YUMA,YUMA,27,4
23464,36.798671,-76.178112,VA,VIRGINIA BEACH,VIRGINIA BEACH CITY,810,51
92503,33.899075,-117.439968,CA,RIVERSIDE,RIVERSIDE,65,6
11372,40.75173,-73.882981,NY,JACKSON HEIGHTS,QUEENS,81,36
19143,39.941018,-75.228165,PA,PHILADELPHIA,PHILADELPHIA,101,42
91911,32.607009,-117.050286,CA,CHULA VISTA,SAN DIEGO,73,6
85706,32.076994,-110.898754,AZ,TUCSON,PIMA,19,4
11375,40.723074,-73.842196,NY,FOREST HILLS,QUEENS,81,36
92703,33.748754,-117.909421,CA,SANTA ANA,ORANGE,59,6
91766,34.039035,-117.760798,CA,POMONA,LOS ANGELES,37,6
11209,40.620876,-74.029111,NY,BROOKLYN,KINGS,47,36
90262,33.925311,-118.203077,CA,LYNWOOD,LOS ANGELES,37,6
95376,37.653296,-121.459717,CA,TRACY,SAN JOAQUIN,77,6
87505,35.614824,-105.878783,NM,SANTA FE,SANTA FE,49,35
85032,33.625362,-112.005881,AZ,PHOENIX,MARICOPA,13,4
21234,39.391936,-76.529468,MD,PARKVILLE,BALTIMORE,5,24
10457,40.846411,-73.898446,NY,BRONX,BRONX,5,36
11206,40.702353,-73.942541,NY,BROOKLYN,KINGS,47,36
63376,38.795082,-90.626787,MO,SAINT PETERS,SAINT CHARLES,183,29
19120,40.03331,-75.117491,PA,PHILADELPHIA,PHILADELPHIA,101,42
92805,33.826348,-117.910453,CA,ANAHEIM,ORANGE,59,6
10466,40.891958,-73.844969,NY,BRONX,BRONX,5,36
92154,32.567848,-116.990264,CA,SAN DIEGO,SAN DIEGO,73,6
75211,32.736514,-96.905719,TX,DALLAS,DALLAS,113,48
90022,34.029386,-118.151264,CA,LOS ANGELES,LOS ANGELES,37,6
92345,34.391835,-117.3256,CA,HESPERIA,SAN BERNARDINO,71,6
80126,39.53472,-104.948452,CO,LITTLETON,DOUGLAS,35,8
91335,34.200664,-118.540392,CA,RESEDA,LOS ANGELES,37,6
7055,40.856,-74.128157,NJ,PASSAIC,PASSAIC,31,34
90004,34.076067,-118.310767,CA,LOS ANGELES,LOS ANGELES,37,6
90019,34.048545,-118.339502,CA,LOS ANGELES,LOS ANGELES,37,6
95616,38.562963,-121.81601,CA,DAVIS,YOLO,113,6
90631,33.939338,-117.955881,CA,LA HABRA,ORANGE,59,6
93550,34.483586,-118.060418,CA,PALMDALE,LOS ANGELES,37,6
48205,42.429748,-82.977359,MI,DETROIT,WAYNE,163,26
92114,32.709568,-117.051744,CA,SAN DIEGO,SAN DIEGO,73,6
60657,41.941427,-87.654458,IL,CHICAGO,COOK,31,17
91709,33.947373,-117.72888,CA,CHINO HILLS,SAN BERNARDINO,71,6
78250,29.503421,-98.66791,TX,SAN ANTONIO,BEXAR,29,48
89108,36.21435,-115.213179,NV,LAS VEGAS,CLARK,3,32
94536,37.56699,-121.982656,CA,FREMONT,ALAMEDA,1,6
94587,37.602056,-122.044443,CA,UNION CITY,ALAMEDA,1,6
30044,33.921576,-84.067254,GA,LAWRENCEVILLE,GWINNETT,135,13
21215,39.343076,-76.684788,MD,BALTIMORE,BALTIMORE CITY,510,24
91402,34.228828,-118.444434,CA,PANORAMA CITY,LOS ANGELES,37,6
85225,33.326048,-111.82442,AZ,CHANDLER,MARICOPA,13,4
48180,42.225572,-83.268546,MI,TAYLOR,WAYNE,163,26
75228,32.825202,-96.68199,TX,DALLAS,DALLAS,113,48
10463,40.879335,-73.910328,NY,BRONX,BRONX,5,36
44035,41.36916,-82.126053,OH,ELYRIA,LORAIN,93,39
93257,35.994381,-118.877497,CA,PORTERVILLE,TULARE,107,6
60614,41.922065,-87.649316,IL,CHICAGO,COOK,31,17
33311,26.143764,-80.17348,FL,FORT LAUDERDALE,BROWARD,11,12
11213,40.671561,-73.937799,NY,BROOKLYN,KINGS,47,36
85308,33.668148,-112.186201,AZ,GLENDALE,MARICOPA,13,4
48228,42.354692,-83.213206,MI,DETROIT,WAYNE,163,26
10472,40.829982,-73.86599,NY,BRONX,BRONX,5,36
79912,31.85481,-106.533034,TX,EL PASO,EL PASO,141,48
93065,34.292728,-118.77721,CA,SIMI VALLEY,VENTURA,111,6
37211,36.068396,-86.723889,TN,NASHVILLE,DAVIDSON,37,47
90042,34.113302,-118.191494,CA,LOS ANGELES,LOS ANGELES,37,6
84118,40.652906,-112.015358,UT,SALT LAKE CITY,SALT LAKE,35,49
98031,47.4139,-122.19809,WA,KENT,KING,33,53
89015,36.011129,-114.949676,NV,HENDERSON,CLARK,3,32
94086,37.36965,-122.02421,CA,SUNNYVALE,SANTA CLARA,85,6
92509,33.998649,-117.447392,CA,RIVERSIDE,RIVERSIDE,65,6
94558,38.52972,-122.279498,CA,NAPA,NAPA,55,6
10032,40.83479,-73.949315,NY,NEW YORK,NEW YORK,61,36
85204,33.397254,-111.78584,AZ,MESA,MARICOPA,13,4
44060,41.67762,-81.329808,OH,MENTOR,LAKE,85,39
11225,40.663354,-73.951438,NY,BROOKLYN,KINGS,47,36
10701,40.952603,-73.88291,NY,YONKERS,WESTCHESTER,119,36
77084,29.832593,-95.648185,TX,HOUSTON,HARRIS,201,48
14850,42.406709,-76.518425,NY,ITHACA,TOMPKINS,109,36
10469,40.86995,-73.844118,NY,BRONX,BRONX,5,36
94015,37.675954,-122.47618,CA,DALY CITY,SAN MATEO,81,6
90660,33.986641,-118.086329,CA,PICO RIVERA,LOS ANGELES,37,6
8753,39.985751,-74.159522,NJ,TOMS RIVER,OCEAN,29,34
92392,34.477937,-117.403567,CA,VICTORVILLE,SAN BERNARDINO,71,6
23454,36.826122,-76.026148,VA,VIRGINIA BEACH,VIRGINIA BEACH CITY,810,51
95687,38.350466,-121.919628,CA,VACAVILLE,SOLANO,95,6
19124,40.01708,-75.09426,PA,PHILADELPHIA,PHILADELPHIA,101,42
90813,33.777769,-118.203827,CA,LONG BEACH,LOS ANGELES,37,6
11215,40.66509,-73.980306,NY,BROOKLYN,KINGS,47,36
85040,33.40715,-112.025909,AZ,PHOENIX,MARICOPA,13,4
95035,37.422039,-121.816591,CA,MILPITAS,SANTA CLARA,85,6
11746,40.814981,-73.362894,NY,HUNTINGTON STATION,SUFFOLK,103,36
90006,34.047604,-118.292271,CA,LOS ANGELES,LOS ANGELES,37,6
91732,34.070864,-118.014048,CA,EL MONTE,LOS ANGELES,37,6
92707,33.696593,-117.870968,CA,SANTA ANA,ORANGE,59,6
90640,34.007912,-118.107451,CA,MONTEBELLO,LOS ANGELES,37,6
91950,32.666812,-117.088848,CA,NATIONAL CITY,SAN DIEGO,73,6
11210,40.625556,-73.945896,NY,BROOKLYN,KINGS,47,36
30043,34.004652,-84.013,GA,LAWRENCEVILLE,GWINNETT,135,13
10023,40.773726,-73.980067,NY,NEW YORK,NEW YORK,61,36
85301,33.538168,-112.185914,AZ,GLENDALE,MARICOPA,13,4
22193,38.642531,-77.348454,VA,WOODBRIDGE,PRINCE WILLIAM,153,51
92677,33.533718,-117.707353,CA,LAGUNA NIGUEL,ORANGE,59,6
92627,33.648991,-117.91778,CA,COSTA MESA,ORANGE,59,6
92083,33.197069,-117.24667,CA,VISTA,SAN DIEGO,73,6
11233,40.676503,-73.920418,NY,BROOKLYN,KINGS,47,36
89110,36.173908,-115.052913,NV,LAS VEGAS,CLARK,3,32
92021,32.842822,-116.876516,CA,EL CAJON,SAN DIEGO,73,6
7002,40.67078,-74.106366,NJ,BAYONNE,HUDSON,17,34
2301,42.07848,-71.038417,MA,BROCKTON,PLYMOUTH,23,25
30062,34.005912,-84.47078,GA,MARIETTA,COBB,67,13
89121,36.12281,-115.089015,NV,LAS VEGAS,CLARK,3,32
91770,34.062548,-118.081984,CA,ROSEMEAD,LOS ANGELES,37,6
60187,41.853144,-88.122942,IL,WHEATON,DUPAGE,43,17
10024,40.797364,-73.97785,NY,NEW YORK,NEW YORK,61,36
33157,25.60441,-80.335216,FL,MIAMI,MIAMI-DADE,86,12
92553,33.92199,-117.249371,CA,MORENO VALLEY,RIVERSIDE,65,6
48227,42.38731,-83.193321,MI,DETROIT,WAYNE,163,26
23452,36.849396,-76.095534,VA,VIRGINIA BEACH,VIRGINIA BEACH CITY,810,51
20906,39.08528,-77.058949,MD,SILVER SPRING,MONTGOMERY,31,24
33023,25.991066,-80.211084,FL,HOLLYWOOD,BROWARD,11,12
93722,36.804425,-119.888939,CA,FRESNO,FRESNO,19,6
7111,40.725853,-74.232236,NJ,IRVINGTON,ESSEX,13,34
95127,37.373842,-121.793157,CA,SAN JOSE,SANTA CLARA,85,6
94080,37.657846,-122.423128,CA,SOUTH SAN FRANCISCO,SAN MATEO,81,6
92801,33.84778,-117.957293,CA,ANAHEIM,ORANGE,59,6
60411,41.513802,-87.59967,IL,CHICAGO HEIGHTS,COOK,31,17
11706,40.698754,-73.207605,NY,BAY SHORE,SUFFOLK,103,36
8701,40.072114,-74.204978,NJ,LAKEWOOD,OCEAN,29,34
60402,41.828674,-87.789847,IL,BERWYN,COOK,31,17
92882,33.831002,-117.613884,CA,CORONA,RIVERSIDE,65,6
94541,37.674012,-122.082657,CA,HAYWARD,ALAMEDA,1,6
10031,40.826904,-73.949593,NY,NEW YORK,NEW YORK,61,36
6010,41.681368,-72.94049,CT,BRISTOL,HARTFORD,3,9
33186,25.656028,-80.414856,FL,MIAMI,MIAMI-DADE,86,12
30032,33.749544,-84.273674,GA,DECATUR,DEKALB,89,13
10128,40.78154,-73.948758,NY,NEW YORK,NEW YORK,61,36
80219,39.696254,-105.034428,CO,DENVER,DENVER,31,8
95122,37.330525,-121.838229,CA,SAN JOSE,SANTA CLARA,85,6
18103,40.573712,-75.481788,PA,ALLENTOWN,LEHIGH,77,42
95123,37.240714,-121.826883,CA,SAN JOSE,SANTA CLARA,85,6
75243,32.913819,-96.733495,TX,DALLAS,DALLAS,113,48
30906,33.345146,-81.9711,GA,AUGUSTA,RICHMOND,245,13
48219,42.425699,-83.253418,MI,DETROIT,WAYNE,163,26
95340,37.375415,-120.380194,CA,MERCED,MERCED,47,6
72032,35.063958,-92.370596,AR,CONWAY,FAULKNER,45,5
91351,34.433792,-118.462336,CA,CANYON COUNTRY,LOS ANGELES,37,6
60626,42.010632,-87.66831,IL,CHICAGO,COOK,31,17
17055,40.175227,-76.99349,PA,MECHANICSBURG,CUMBERLAND,41,42
93307,35.18192,-118.904576,CA,BAKERSFIELD,KERN,29,6
92630,33.644304,-117.678912,CA,LAKE FOREST,ORANGE,59,6
11434,40.676236,-73.774958,NY,JAMAICA,QUEENS,81,36
49509,42.90216,-85.696708,MI,WYOMING,KENT,81,26
60644,41.880191,-87.757417,IL,CHICAGO,COOK,31,17
11550,40.700705,-73.620907,NY,HEMPSTEAD,NASSAU,59,36
33024,26.02722,-80.244353,FL,HOLLYWOOD,BROWARD,11,12
19111,40.063339,-75.079715,PA,PHILADELPHIA,PHILADELPHIA,101,42
10312,40.541702,-74.17893,NY,STATEN ISLAND,RICHMOND,85,36
23462,36.835688,-76.14661,VA,VIRGINIA BEACH,VIRGINIA BEACH CITY,810,51
95608,38.62315,-121.328098,CA,CARMICHAEL,SACRAMENTO,67,6
92647,33.726824,-118.006881,CA,HUNTINGTON BEACH,ORANGE,59,6
90731,33.743297,-118.275432,CA,SAN PEDRO,LOS ANGELES,37,6
93309,35.348422,-119.064343,CA,BAKERSFIELD,KERN,29,6
60016,42.052634,-87.890502,IL,DES PLAINES,COOK,31,17
10009,40.72698,-73.980115,NY,NEW YORK,NEW YORK,61,36
6902,41.060298,-73.545275,CT,STAMFORD,FAIRFIELD,1,9
7305,40.692524,-74.075359,NJ,JERSEY CITY,HUDSON,17,34
93905,36.675739,-121.608842,CA,SALINAS,MONTEREY,53,6
94501,37.773545,-122.278487,CA,ALAMEDA,ALAMEDA,1,6
78501,26.214588,-98.239064,TX,MCALLEN,HIDALGO,215,48
30058,33.74122,-84.097555,GA,LITHONIA,DEKALB,89,13
32210,30.274794,-81.751056,FL,JACKSONVILLE,DUVAL,31,12
43055,40.12158,-82.382202,OH,NEWARK,LICKING,89,39
10033,40.858549,-73.93955,NY,NEW YORK,NEW YORK,61,36
90034,34.029334,-118.399406,CA,LOS ANGELES,LOS ANGELES,37,6
90003,33.964032,-118.273705,CA,LOS ANGELES,LOS ANGELES,37,6
92701,33.746758,-117.855371,CA,SANTA ANA,ORANGE,59,6
7047,40.790389,-74.020966,NJ,NORTH BERGEN,HUDSON,17,34
78228,29.461602,-98.570903,TX,SAN ANTONIO,BEXAR,29,48
19134,39.988978,-75.098751,PA,PHILADELPHIA,PHILADELPHIA,101,42
93535,34.719866,-117.903558,CA,LANCASTER,LOS ANGELES,37,6
91702,34.138099,-117.912193,CA,AZUSA,LOS ANGELES,37,6
95111,37.28204,-121.832097,CA,SAN JOSE,SANTA CLARA,85,6
70072,29.826396,-90.131019,LA,MARRERO,JEFFERSON,51,22
17603,40.006626,-76.360764,PA,LANCASTER,LANCASTER,71,42
21122,39.125329,-76.512115,MD,PASADENA,ANNE ARUNDEL,3,24
63366,38.853499,-90.70267,MO,O FALLON,SAINT CHARLES,183,29
20011,38.950224,-77.019714,DC,WASHINGTON,DISTRICT OF COLUMBIA,1,11
17404,40.010911,-76.77452,PA,YORK,YORK,133,42
15601,40.332034,-79.534355,PA,GREENSBURG,WESTMORELAND,129,42
80013,39.660439,-104.76315,CO,AURORA,ARAPAHOE,5,8
47906,40.478859,-86.95724,IN,WEST LAFAYETTE,TIPPECANOE,157,18
91605,34.208154,-118.394128,CA,NORTH HOLLYWOOD,LOS ANGELES,37,6
19140,40.012192,-75.146265,PA,PHILADELPHIA,PHILADELPHIA,101,42
60637,41.780393,-87.596954,IL,CHICAGO,COOK,31,17
33165,25.734918,-80.359544,FL,MIAMI,MIAMI-DADE,86,12
79924,31.899699,-106.433771,TX,EL PASO,EL PASO,141,48
11432,40.715698,-73.792828,NY,JAMAICA,QUEENS,81,36
91343,34.239061,-118.477183,CA,NORTH HILLS,LOS ANGELES,37,6
60505,41.765565,-88.296736,IL,AURORA,KANE,89,17
92115,32.756669,-117.070805,CA,SAN DIEGO,SAN DIEGO,73,6
33313,26.150275,-80.22983,FL,FORT LAUDERDALE,BROWARD,11,12
60477,41.56732,-87.775432,IL,TINLEY PARK,COOK,31,17
22554,38.432776,-77.395156,VA,STAFFORD,STAFFORD,179,51
44107,41.482537,-81.803525,OH,LAKEWOOD,CUYAHOGA,35,39
90037,34.00329,-118.28894,CA,LOS ANGELES,LOS ANGELES,37,6
60056,42.062685,-87.925548,IL,MOUNT PROSPECT,COOK,31,17
7093,40.786482,-74.007782,NJ,WEST NEW YORK,HUDSON,17,34
92646,33.664935,-117.964196,CA,HUNTINGTON BEACH,ORANGE,59,6
98226,48.790826,-122.464204,WA,BELLINGHAM,WHATCOM,73,53
85008,33.46334,-111.984771,AZ,PHOENIX,MARICOPA,13,4
78207,29.421276,-98.522055,TX,SAN ANTONIO,BEXAR,29,48
2148,42.43279,-71.054417,MA,MALDEN,MIDDLESEX,17,25
94109,37.796164,-122.420903,CA,SAN FRANCISCO,SAN FRANCISCO,75,6
92201,33.703402,-116.229186,CA,INDIO,RIVERSIDE,65,6
91761,34.026705,-117.587454,CA,ONTARIO,SAN BERNARDINO,71,6
75052,32.658888,-97.011879,TX,GRAND PRAIRIE,DALLAS,113,48
2155,42.424993,-71.111104,MA,MEDFORD,MIDDLESEX,17,25
11691,40.600717,-73.763518,NY,FAR ROCKAWAY,QUEENS,81,36
10027,40.812908,-73.953194,NY,NEW YORK,NEW YORK,61,36
10473,40.816461,-73.862173,NY,BRONX,BRONX,5,36
31907,32.47779,-84.821814,GA,COLUMBUS,MUSCOGEE,215,13
94538,37.510101,-121.986139,CA,FREMONT,ALAMEDA,1,6
91977,32.724598,-116.993628,CA,SPRING VALLEY,SAN DIEGO,73,6
93274,36.172808,-119.36302,CA,TULARE,TULARE,107,6
85009,33.445564,-112.125754,AZ,PHOENIX,MARICOPA,13,4
77479,29.557763,-95.633612,TX,SUGAR LAND,FORT BEND,157,48
30083,33.784859,-84.19864,GA,STONE MOUNTAIN,DEKALB,89,13
60638,41.787007,-87.771665,IL,CHICAGO,COOK,31,17
11216,40.680972,-73.947638,NY,BROOKLYN,KINGS,47,36
19711,39.715481,-75.731829,DE,NEWARK,NEW CASTLE,3,10
94806,37.980032,-122.333136,CA,SAN PABLO,CONTRA COSTA,13,6
43130,39.68518,-82.607992,OH,LANCASTER,FAIRFIELD,45,39
10306,40.55987,-74.11501,NY,STATEN ISLAND,RICHMOND,85,36
43701,39.962926,-81.988471,OH,ZANESVILLE,MUSKINGUM,119,39
90063,34.043832,-118.187484,CA,LOS ANGELES,LOS ANGELES,37,6
75040,32.933134,-96.621293,TX,GARLAND,DALLAS,113,48
19720,39.63821,-75.587201,DE,NEW CASTLE,NEW CASTLE,3,10
48197,42.201746,-83.621906,MI,YPSILANTI,WASHTENAW,161,26
21740,39.62895,-77.7155,MD,HAGERSTOWN,WASHINGTON,43,24
94122,37.761959,-122.483125,CA,SAN FRANCISCO,SAN FRANCISCO,75,6
80501,40.168907,-105.09317,CO,LONGMONT,BOULDER,13,8
97007,45.446188,-122.882264,OR,BEAVERTON,WASHINGTON,67,41
90745,33.826185,-118.258874,CA,CARSON,LOS ANGELES,37,6
48224,42.41165,-82.939445,MI,DETROIT,WAYNE,163,26
75150,32.8199,-96.635135,TX,MESQUITE,DALLAS,113,48
45011,39.426896,-84.497486,OH,HAMILTON,BUTLER,17,39
90723,33.899133,-118.165187,CA,PARAMOUNT,LOS ANGELES,37,6
45601,39.308942,-82.980427,OH,CHILLICOTHE,ROSS,141,39
92020,32.793814,-116.969497,CA,EL CAJON,SAN DIEGO,73,6
30349,33.62189,-84.521194,GA,ATLANTA,FULTON,121,13
60123,42.034952,-88.312028,IL,ELGIN,KANE,89,17
85705,32.269386,-111.004044,AZ,TUCSON,PIMA,19,4
90066,34.00015,-118.432598,CA,LOS ANGELES,LOS ANGELES,37,6
20878,39.111862,-77.245232,MD,GAITHERSBURG,MONTGOMERY,31,24
79907,31.711945,-106.326329,TX,EL PASO,EL PASO,141,48
66062,38.852656,-94.778942,KS,OLATHE,JOHNSON,91,20
21218,39.328596,-76.600322,MD,BALTIMORE,BALTIMORE CITY,510,24
92780,33.737629,-117.821174,CA,TUSTIN,ORANGE,59,6
53215,43.00359,-87.943328,WI,MILWAUKEE,MILWAUKEE,79,55
11758,40.683118,-73.455121,NY,MASSAPEQUA,NASSAU,59,36
21222,39.257662,-76.495098,MD,DUNDALK,BALTIMORE,5,24
7306,40.74081,-74.070422,NJ,JERSEY CITY,HUDSON,17,34
28655,35.761193,-81.723971,NC,MORGANTON,BURKE,23,37
95828,38.488811,-121.402828,CA,SACRAMENTO,SACRAMENTO,67,6
94601,37.776956,-122.215918,CA,OAKLAND,ALAMEDA,1,6
44105,41.449525,-81.633384,OH,CLEVELAND,CUYAHOGA,35,39
60649,41.766152,-87.563464,IL,CHICAGO,COOK,31,17
60630,41.974122,-87.757792,IL,CHICAGO,COOK,31,17
6040,41.762222,-72.522655,CT,MANCHESTER,HARTFORD,3,9
27330,35.51048,-79.199727,NC,SANFORD,LEE,105,37
75149,32.766623,-96.623283,TX,MESQUITE,DALLAS,113,48
93727,36.754114,-119.673254,CA,FRESNO,FRESNO,19,6
87111,35.129602,-106.49471,NM,ALBUQUERQUE,BERNALILLO,1,35
23322,36.643075,-76.278472,VA,CHESAPEAKE,CHESAPEAKE CITY,550,51
92336,34.146127,-117.45994,CA,FONTANA,SAN BERNARDINO,71,6
85710,32.213772,-110.823808,AZ,TUCSON,PIMA,19,4
63021,38.564695,-90.534479,MO,BALLWIN,SAINT LOUIS,189,29
92708,33.710113,-117.947725,CA,FOUNTAIN VALLEY,ORANGE,59,6
60453,41.708906,-87.75952,IL,OAK LAWN,COOK,31,17
90001,33.973593,-118.247897,CA,LOS ANGELES,LOS ANGELES,37,6
30022,34.020538,-84.248746,GA,ALPHARETTA,FULTON,121,13
87105,34.998383,-106.647454,NM,ALBUQUERQUE,BERNALILLO,1,35
95014,37.294256,-122.094441,CA,CUPERTINO,SANTA CLARA,85,6
43302,40.583872,-83.152798,OH,MARION,MARION,101,39
91801,34.090526,-118.134604,CA,ALHAMBRA,LOS ANGELES,37,6
11354,40.766534,-73.827037,NY,FLUSHING,QUEENS,81,36
55106,44.953852,-93.048634,MN,SAINT PAUL,RAMSEY,123,27
91762,34.032424,-117.635293,CA,ONTARIO,SAN BERNARDINO,71,6
76180,32.867248,-97.21616,TX,NORTH RICHLAND HILLS,TARRANT,439,48
